season,category,film_id,film_title,shown_title,result,tie,ceremony,ceremony_date,source_permalink,ceremony_page_check
2012,pga,Q543581,The Ides of March,The Ides of March,nominated,False,23rd Producers Guild of America Awards,2012-01-21,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2012,pga,Q206124,Midnight in Paris,Midnight in Paris,nominated,False,23rd Producers Guild of America Awards,2012-01-21,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2012,pga,Q221820,Moneyball,Moneyball,nominated,False,23rd Producers Guild of America Awards,2012-01-21,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2012,pga,Q218589,War Horse,War Horse,nominated,False,23rd Producers Guild of America Awards,2012-01-21,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q59653,Argo,Argo,won,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q166462,Beasts of the Southern Wild,Beasts of the Southern Wild,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q571032,Django Unchained,Django Unchained,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q28234,Les Misérables,Les Misérables,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q152780,Life of Pi,Life of Pi,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q32433,Lincoln,Lincoln,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q217112,Moonrise Kingdom,Moonrise Kingdom,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q116845,Silver Linings Playbook,Silver Linings Playbook,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q4941,Skyfall,Skyfall,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2013,pga,Q152531,Zero Dark Thirty,Zero Dark Thirty,nominated,False,24th Producers Guild of America Awards,2013-01-26,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q3023357,12 Years a Slave,12 Years a Slave,won,True,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q2579784,Gravity,Gravity,won,True,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q9013673,American Hustle,American Hustle,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q2907178,Blue Jasmine,Blue Jasmine,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q2937646,Captain Phillips,Captain Phillips,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q3520498,Dallas Buyers Club,Dallas Buyers Club,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q788822,Her,Her,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q3337646,Nebraska,Nebraska,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q3474574,Saving Mr. Banks,Saving Mr. Banks,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2014,pga,Q1392744,The Wolf of Wall Street,The Wolf of Wall Street,nominated,False,25th Producers Guild of America Awards,2014-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q13255497,Birdman,Birdman or (The Unexpected Virtue of Ignorance),won,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q16970789,American Sniper,American Sniper,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q4103201,Boyhood,Boyhood,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q5477105,Foxcatcher,Foxcatcher,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q14920425,Gone Girl,Gone Girl,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q3521099,The Grand Budapest Hotel,The Grand Budapest Hotel,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q14918344,The Imitation Game,The Imitation Game,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q15154975,Nightcrawler,Nightcrawler,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q15079318,The Theory of Everything,The Theory of Everything,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2015,pga,Q15648198,Whiplash,Whiplash,nominated,False,26th Producers Guild of America Awards,2015-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q19850715,The Big Short,The Big Short,won,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q18067135,Bridge of Spies,Bridge of Spies,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q16954098,Brooklyn,Brooklyn,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q16635326,Ex Machina,Ex Machina,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q1757288,Mad Max: Fury Road,Mad Max: Fury Road,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q18547944,The Martian,The Martian,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q18002795,The Revenant,The Revenant,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q17337292,Sicario,Sicario,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q18154496,Spotlight,Spotlight,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2016,pga,Q18154625,Straight Outta Compton,Straight Outta Compton,nominated,False,27th Producers Guild of America Awards,2016-01-23,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q20856802,La La Land,La La Land,won,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q20382729,Arrival,Arrival,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q19347291,Deadpool,Deadpool,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q25136220,Fences,Fences,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q21010856,Hacksaw Ridge,Hacksaw Ridge,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q20026847,Hell or High Water,Hell or High Water,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q23755544,Hidden Figures,Hidden Figures,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q23013699,Lion,Lion,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q19864603,Manchester by the Sea,Manchester by the Sea,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2017,pga,Q21527875,Moonlight,Moonlight,nominated,False,28th Producers Guild of America Awards,2017-01-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q26698156,The Shape of Water,The Shape of Water,won,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q24901880,The Big Sick,The Big Sick,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q25136757,Call Me by Your Name,Call Me by Your Name,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q21935651,Dunkirk,Dunkirk,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q25136235,Get Out,Get Out,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q28369564,"I, Tonya","I, Tonya",nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q27480769,Lady Bird,Lady Bird,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q27888445,Molly's Game,Molly's Game,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q30203425,The Post,The Post,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q24053277,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2018,pga,Q20502242,Wonder Woman,Wonder Woman,nominated,False,29th Producers Guild of America Awards,2018-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q48673898,Green Book,Green Book,won,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q23780734,Black Panther,Black Panther,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q43370948,BlacKkKlansman,BlacKkKlansman,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q27894574,Bohemian Rhapsody,Bohemian Rhapsody,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q29588623,Crazy Rich Asians,Crazy Rich Asians,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q22001133,The Favourite,The Favourite,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q39070473,A Quiet Place,A Quiet Place,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q27959455,Roma,Roma,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q3286391,A Star Is Born,A Star Is Born,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2019,pga,Q39075006,Vice,Vice,nominated,False,30th Producers Guild of America Awards,2019-01-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q62721520,1917,1917,won,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q55081822,Ford v Ferrari,Ford v Ferrari,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q29057443,The Irishman,The Irishman,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q54862508,Jojo Rabbit,Jojo Rabbit,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q42759035,Joker,Joker,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q57982486,Knives Out,Knives Out,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q56881140,Little Women,Little Women,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q48671199,Marriage Story,Marriage Story,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q47300912,Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2020,pga,Q61448040,Parasite,Parasite,nominated,False,31st Producers Guild of America Awards,2020-01-18,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q61740820,Nomadland,Nomadland,won,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q99671372,Borat Subsequent Moviefilm,Borat Subsequent Moviefilm,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q73536766,Judas and the Black Messiah,Judas and the Black Messiah,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q65049470,Ma Rainey's Black Bottom,Ma Rainey’s Black Bottom,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q73093591,Mank,Mank,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q65679599,Minari,Minari,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q83973479,One Night in Miami...,One Night in Miami...,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q62595383,Promising Young Woman,Promising Young Woman,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q65158549,Sound of Metal,Sound of Metal,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2021,pga,Q72397975,The Trial of the Chicago 7,The Trial of the Chicago 7,nominated,False,32nd Producers Guild of America Awards,2021-03-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q104686893,CODA,CODA,won,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q105907125,Being the Ricardos,Being the Ricardos,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q100736066,Belfast,Belfast,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q100361490,Don't Look Up,Don't Look Up,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q60834962,Dune,Dune,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q84203429,King Richard,King Richard,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q102036245,Licorice Pizza,Licorice Pizza,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q85323337,The Power of the Dog,The Power of the Dog,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q85323361,"tick, tick... BOOM!","Tick, Tick... Boom!",nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2022,pga,Q63643994,West Side Story,West Side Story,nominated,False,33rd Producers Guild of America Awards,2022-03-19,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q83808444,Everything Everywhere All at Once,Everything Everywhere All at Once,won,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q3604746,Avatar: The Way of Water,Avatar: The Way of Water,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q108314506,The Banshees of Inisherin,The Banshees of Inisherin,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q54860489,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q84362533,Elvis,Elvis,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q107710009,The Fabelmans,The Fabelmans,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q84712797,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q108649516,Tár,Tár,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q31202708,Top Gun: Maverick,Top Gun: Maverick,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2023,pga,Q105883400,The Whale,The Whale,nominated,False,34th Producers Guild of America Awards,2023-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q108839994,Oppenheimer,Oppenheimer,won,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q116413183,American Fiction,American Fiction,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q117037697,Anatomy of a Fall,Anatomy of a Fall,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q55436290,Barbie,Barbie,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q112114745,The Holdovers,The Holdovers,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q66316924,Killers of the Flower Moon,Killers of the Flower Moon,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q111907282,Maestro,Maestro,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q116025865,Past Lives,Past Lives,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q108760382,Poor Things,Poor Things,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2024,pga,Q115993222,The Zone of Interest,The Zone of Interest,nominated,False,35th Producers Guild of America Awards,2024-02-25,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q123185887,Anora,Anora,won,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q101112656,The Brutalist,The Brutalist,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q118175825,A Complete Unknown,A Complete Unknown,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q116701124,Conclave,Conclave,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q109228991,Dune: Part Two,Dune: Part Two,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q123928072,Emilia Pérez,Emilia Pérez,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q123690368,A Real Pain,A Real Pain,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q127688495,September 5,September 5,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q113380226,The Substance,The Substance,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2025,pga,Q24797403,Wicked,Wicked,nominated,False,36th Producers Guild of America Awards,2025-02-08,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q117085614,One Battle After Another,One Battle After Another,won,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q125971387,Bugonia,Bugonia,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q114246242,F1,F1,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q124393045,Frankenstein,Frankenstein,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q122741016,Hamnet,Hamnet,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q130118681,Marty Supreme,Marty Supreme,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q130284179,Sentimental Value,Sentimental Value,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q125473145,Sinners,Sinners,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q126086662,Train Dreams,Train Dreams,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2026,pga,Q126487478,Weapons,Weapons,nominated,False,37th Producers Guild of America Awards,2026-02-28,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2000,dga,Q25139,American Beauty,American Beauty,won,False,52nd Directors Guild of America Awards,2000-03-11,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2000,dga,Q208263,The Green Mile,The Green Mile,nominated,False,52nd Directors Guild of America Awards,2000-03-11,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2000,dga,Q649165,Being John Malkovich,Being John Malkovich,nominated,False,52nd Directors Guild of America Awards,2000-03-11,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2000,dga,Q463832,The Insider,The Insider,nominated,False,52nd Directors Guild of America Awards,2000-03-11,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2000,dga,Q183063,The Sixth Sense,The Sixth Sense,nominated,False,52nd Directors Guild of America Awards,2000-03-11,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2001,dga,Q273978,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",won,False,53rd Directors Guild of America Awards,2001-03-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2001,dga,Q726294,Almost Famous,Almost Famous,nominated,False,53rd Directors Guild of America Awards,2001-03-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2001,dga,Q128518,Gladiator,Gladiator,nominated,False,53rd Directors Guild of America Awards,2001-03-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2001,dga,Q220955,Erin Brockovich,Erin Brockovich,nominated,False,53rd Directors Guild of America Awards,2001-03-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2001,dga,Q142292,Traffic,Traffic,nominated,False,53rd Directors Guild of America Awards,2001-03-10,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2002,dga,Q164103,A Beautiful Mind,A Beautiful Mind,won,False,54th Directors Guild of America Awards,2002-03-09,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2002,dga,Q127367,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,nominated,False,54th Directors Guild of America Awards,2002-03-09,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2002,dga,Q193573,Moulin Rouge!,Moulin Rouge!,nominated,False,54th Directors Guild of America Awards,2002-03-09,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2002,dga,Q190525,Memento,Memento,nominated,False,54th Directors Guild of America Awards,2002-03-09,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2002,dga,Q221384,Black Hawk Down,Black Hawk Down,nominated,False,54th Directors Guild of America Awards,2002-03-09,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2003,dga,Q189889,Chicago,Chicago,won,False,55th Directors Guild of America Awards,2003-03-01,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2003,dga,Q157044,The Hours,The Hours,nominated,False,55th Directors Guild of America Awards,2003-03-01,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2003,dga,Q164963,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,nominated,False,55th Directors Guild of America Awards,2003-03-01,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2003,dga,Q150804,The Pianist,The Pianist,nominated,False,55th Directors Guild of America Awards,2003-03-01,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2003,dga,Q154581,Gangs of New York,Gangs of New York,nominated,False,55th Directors Guild of America Awards,2003-03-01,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
2004,dga,Q131074,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,won,False,56th Directors Guild of America Awards,2004-02-07,https://en.wikipedia.org/w/index.php?oldid=1370560319,match
