season,category,film_id,film_title,shown_title,result,tie,ceremony,ceremony_date,source_permalink,ceremony_page_check
2003,gg_musical_comedy,Q748884,Nicholas Nickleby,Nicholas Nickleby,nominated,False,60th Golden Globes,2003-01-19,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2004,gg_musical_comedy,Q107270,Lost in Translation,Lost in Translation,won,False,61st Golden Globes,2004-01-25,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2004,gg_musical_comedy,Q369492,Bend It Like Beckham,Bend It Like Beckham,nominated,False,61st Golden Globes,2004-01-25,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2004,gg_musical_comedy,Q278997,Big Fish,Big Fish,nominated,False,61st Golden Globes,2004-01-25,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2004,gg_musical_comedy,Q132863,Finding Nemo,Finding Nemo,nominated,False,61st Golden Globes,2004-01-25,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2004,gg_musical_comedy,Q190588,Love Actually,Love Actually,nominated,False,61st Golden Globes,2004-01-25,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2005,gg_musical_comedy,Q675937,Sideways,Sideways,won,False,62nd Golden Globes,2005-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2005,gg_musical_comedy,Q208269,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,nominated,False,62nd Golden Globes,2005-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2005,gg_musical_comedy,Q213326,The Incredibles,The Incredibles,nominated,False,62nd Golden Globes,2005-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2005,gg_musical_comedy,Q276407,The Phantom of the Opera,The Phantom of the Opera,nominated,False,62nd Golden Globes,2005-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2005,gg_musical_comedy,Q797242,Ray,Ray,nominated,False,62nd Golden Globes,2005-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2006,gg_musical_comedy,Q154077,Walk the Line,Walk the Line,won,False,63rd Golden Globes,2006-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2006,gg_musical_comedy,Q1423667,Mrs Henderson Presents,Mrs Henderson Presents,nominated,False,63rd Golden Globes,2006-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2006,gg_musical_comedy,Q270385,Pride & Prejudice,Pride & Prejudice,nominated,False,63rd Golden Globes,2006-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2006,gg_musical_comedy,Q2119348,The Producers,The Producers,nominated,False,63rd Golden Globes,2006-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2006,gg_musical_comedy,Q1197427,The Squid and the Whale,The Squid and the Whale,nominated,False,63rd Golden Globes,2006-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2007,gg_musical_comedy,Q329056,Dreamgirls,Dreamgirls,won,False,64th Golden Globes,2007-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,not_found
2007,gg_musical_comedy,Q186323,Borat,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,nominated,False,64th Golden Globes,2007-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,not_found
2007,gg_musical_comedy,Q223316,The Devil Wears Prada,The Devil Wears Prada,nominated,False,64th Golden Globes,2007-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,not_found
2007,gg_musical_comedy,Q192073,Little Miss Sunshine,Little Miss Sunshine,nominated,False,64th Golden Globes,2007-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,not_found
2007,gg_musical_comedy,Q840872,Thank You for Smoking,Thank You for Smoking,nominated,False,64th Golden Globes,2007-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,not_found
2008,gg_musical_comedy,Q212041,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,won,False,65th Golden Globes,2008-01-14,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2008,gg_musical_comedy,Q342876,Across the Universe,Across the Universe,nominated,False,65th Golden Globes,2008-01-14,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2008,gg_musical_comedy,Q273568,Charlie Wilson's War,Charlie Wilson's War,nominated,False,65th Golden Globes,2008-01-14,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2008,gg_musical_comedy,Q222041,Hairspray,Hairspray,nominated,False,65th Golden Globes,2008-01-14,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2008,gg_musical_comedy,Q79503,Juno,Juno,nominated,False,65th Golden Globes,2008-01-14,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2009,gg_musical_comedy,Q212123,Vicky Cristina Barcelona,Vicky Cristina Barcelona,won,False,66th Golden Globes,2009-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2009,gg_musical_comedy,Q381731,Burn After Reading,Burn After Reading,nominated,False,66th Golden Globes,2009-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2009,gg_musical_comedy,Q669591,Happy-Go-Lucky,Happy-Go-Lucky,nominated,False,66th Golden Globes,2009-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2009,gg_musical_comedy,Q244931,In Bruges,In Bruges,nominated,False,66th Golden Globes,2009-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2009,gg_musical_comedy,Q188850,Mamma Mia!,Mamma Mia!,nominated,False,66th Golden Globes,2009-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2010,gg_musical_comedy,Q219315,The Hangover,The Hangover,won,False,67th Golden Globes,2010-01-17,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2010,gg_musical_comedy,Q154935,(500) Days of Summer,(500) Days of Summer,nominated,False,67th Golden Globes,2010-01-17,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2010,gg_musical_comedy,Q843950,It's Complicated,It's Complicated,nominated,False,67th Golden Globes,2010-01-17,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2010,gg_musical_comedy,Q380848,Julie & Julia,Julie & Julia,nominated,False,67th Golden Globes,2010-01-17,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2010,gg_musical_comedy,Q752989,Nine,Nine,nominated,False,67th Golden Globes,2010-01-17,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2011,gg_musical_comedy,Q380841,The Kids Are All Right,The Kids Are All Right,won,False,68th Golden Globes,2011-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2011,gg_musical_comedy,Q174385,Alice in Wonderland,Alice in Wonderland,nominated,False,68th Golden Globes,2011-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2011,gg_musical_comedy,Q749102,Burlesque,Burlesque,nominated,False,68th Golden Globes,2011-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2011,gg_musical_comedy,Q858842,Red,Red,nominated,False,68th Golden Globes,2011-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2011,gg_musical_comedy,Q629975,The Tourist,The Tourist,nominated,False,68th Golden Globes,2011-01-16,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2012,gg_musical_comedy,Q171861,The Artist,The Artist,won,False,69th Golden Globes,2012-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2012,gg_musical_comedy,Q859448,50/50,50/50,nominated,False,69th Golden Globes,2012-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2012,gg_musical_comedy,Q837264,Bridesmaids,Bridesmaids,nominated,False,69th Golden Globes,2012-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2012,gg_musical_comedy,Q206124,Midnight in Paris,Midnight in Paris,nominated,False,69th Golden Globes,2012-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2012,gg_musical_comedy,Q581859,My Week with Marilyn,My Week with Marilyn,nominated,False,69th Golden Globes,2012-01-15,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2013,gg_musical_comedy,Q28234,Les Misérables,Les Misérables,won,False,70th Golden Globes,2013-01-13,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2013,gg_musical_comedy,Q830295,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,nominated,False,70th Golden Globes,2013-01-13,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2013,gg_musical_comedy,Q217112,Moonrise Kingdom,Moonrise Kingdom,nominated,False,70th Golden Globes,2013-01-13,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2013,gg_musical_comedy,Q602256,Salmon Fishing in the Yemen,Salmon Fishing in the Yemen,nominated,False,70th Golden Globes,2013-01-13,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2013,gg_musical_comedy,Q116845,Silver Linings Playbook,Silver Linings Playbook,nominated,False,70th Golden Globes,2013-01-13,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2014,gg_musical_comedy,Q9013673,American Hustle,American Hustle,won,False,71st Golden Globes,2014-01-12,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2014,gg_musical_comedy,Q788822,Her,Her,nominated,False,71st Golden Globes,2014-01-12,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2014,gg_musical_comedy,Q2340655,Inside Llewyn Davis,Inside Llewyn Davis,nominated,False,71st Golden Globes,2014-01-12,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2014,gg_musical_comedy,Q3337646,Nebraska,Nebraska,nominated,False,71st Golden Globes,2014-01-12,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2014,gg_musical_comedy,Q1392744,The Wolf of Wall Street,The Wolf of Wall Street,nominated,False,71st Golden Globes,2014-01-12,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2015,gg_musical_comedy,Q3521099,The Grand Budapest Hotel,The Grand Budapest Hotel,won,False,72nd Golden Globes,2015-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2015,gg_musical_comedy,Q13255497,Birdman,Birdman,nominated,False,72nd Golden Globes,2015-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2015,gg_musical_comedy,Q14847067,Into the Woods,Into the Woods,nominated,False,72nd Golden Globes,2015-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2015,gg_musical_comedy,Q16937096,Pride,Pride,nominated,False,72nd Golden Globes,2015-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2015,gg_musical_comedy,Q15039869,St. Vincent,St. Vincent,nominated,False,72nd Golden Globes,2015-01-11,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2016,gg_musical_comedy,Q18547944,The Martian,The Martian,won,False,73rd Golden Globes,2016-01-10,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2016,gg_musical_comedy,Q19850715,The Big Short,The Big Short,nominated,False,73rd Golden Globes,2016-01-10,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2016,gg_musical_comedy,Q19320969,Joy,Joy,nominated,False,73rd Golden Globes,2016-01-10,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2016,gg_musical_comedy,Q16389838,Spy,Spy,nominated,False,73rd Golden Globes,2016-01-10,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2016,gg_musical_comedy,Q17062774,Trainwreck,Trainwreck,nominated,False,73rd Golden Globes,2016-01-10,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2017,gg_musical_comedy,Q20856802,La La Land,La La Land,won,False,74th Golden Globes,2017-01-08,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2017,gg_musical_comedy,Q21010845,20th Century Women,20th Century Women,nominated,False,74th Golden Globes,2017-01-08,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2017,gg_musical_comedy,Q19347291,Deadpool,Deadpool,nominated,False,74th Golden Globes,2017-01-08,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2017,gg_musical_comedy,Q19955874,Florence Foster Jenkins,Florence Foster Jenkins,nominated,False,74th Golden Globes,2017-01-08,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2017,gg_musical_comedy,Q21819857,Sing Street,Sing Street,nominated,False,74th Golden Globes,2017-01-08,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2018,gg_musical_comedy,Q27480769,Lady Bird,Lady Bird,won,False,75th Golden Globes,2018-01-07,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2018,gg_musical_comedy,Q22078002,The Disaster Artist,The Disaster Artist,nominated,False,75th Golden Globes,2018-01-07,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2018,gg_musical_comedy,Q25136235,Get Out,Get Out,nominated,False,75th Golden Globes,2018-01-07,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2018,gg_musical_comedy,Q27942936,The Greatest Showman,The Greatest Showman,nominated,False,75th Golden Globes,2018-01-07,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2018,gg_musical_comedy,Q28369564,"I, Tonya","I, Tonya",nominated,False,75th Golden Globes,2018-01-07,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2019,gg_musical_comedy,Q48673898,Green Book,Green Book,won,False,76th Golden Globes,2019-01-06,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2019,gg_musical_comedy,Q29588623,Crazy Rich Asians,Crazy Rich Asians,nominated,False,76th Golden Globes,2019-01-06,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2019,gg_musical_comedy,Q22001133,The Favourite,The Favourite,nominated,False,76th Golden Globes,2019-01-06,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2019,gg_musical_comedy,Q24272881,Mary Poppins Returns,Mary Poppins Returns,nominated,False,76th Golden Globes,2019-01-06,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2019,gg_musical_comedy,Q39075006,Vice,Vice,nominated,False,76th Golden Globes,2019-01-06,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2020,gg_musical_comedy,Q47300912,Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,won,False,77th Golden Globes,2020-01-05,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2020,gg_musical_comedy,Q54959170,Dolemite Is My Name,Dolemite Is My Name,nominated,False,77th Golden Globes,2020-01-05,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2020,gg_musical_comedy,Q54862508,Jojo Rabbit,Jojo Rabbit,nominated,False,77th Golden Globes,2020-01-05,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2020,gg_musical_comedy,Q57982486,Knives Out,Knives Out,nominated,False,77th Golden Globes,2020-01-05,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2020,gg_musical_comedy,Q55934795,Rocketman,Rocketman,nominated,False,77th Golden Globes,2020-01-05,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2021,gg_musical_comedy,Q99671372,Borat Subsequent Moviefilm,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,won,False,78th Golden Globes,2021-02-28,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2021,gg_musical_comedy,Q84323848,Hamilton,Hamilton,nominated,False,78th Golden Globes,2021-02-28,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2021,gg_musical_comedy,Q21010876,Music,Music,nominated,False,78th Golden Globes,2021-02-28,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2021,gg_musical_comedy,Q65084655,Palm Springs,Palm Springs,nominated,False,78th Golden Globes,2021-02-28,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2021,gg_musical_comedy,Q80177730,The Prom,The Prom,nominated,False,78th Golden Globes,2021-02-28,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2022,gg_musical_comedy,Q63643994,West Side Story,West Side Story,won,False,79th Golden Globes,2022-01-09,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2022,gg_musical_comedy,Q104845839,Cyrano,Cyrano,nominated,False,79th Golden Globes,2022-01-09,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2022,gg_musical_comedy,Q100361490,Don't Look Up,Don't Look Up,nominated,False,79th Golden Globes,2022-01-09,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2022,gg_musical_comedy,Q102036245,Licorice Pizza,Licorice Pizza,nominated,False,79th Golden Globes,2022-01-09,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2022,gg_musical_comedy,Q85323361,"tick, tick... BOOM!","tick, tick... BOOM!",nominated,False,79th Golden Globes,2022-01-09,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
2023,gg_musical_comedy,Q108314506,The Banshees of Inisherin,The Banshees of Inisherin,won,False,80th Golden Globes,2023-01-10,https://en.wikipedia.org/w/index.php?oldid=1373660373,match
